id,text,author.id,author.public_metrics.followers_count
b'gAAAAABkk1Q2AQZ4h5t-q6M_Gy6z1SRtqgAyTacgDU3pUomatWBZDGW9QZxE8NHDZ3r-Hpg7xe8YgQYuEcPf13sj95yPQm9rBBTNhiQsVnDNq0tTAFFqojY=',Bis morgen 🥰 #dasperfektedinner,b'gAAAAABkk1Q2tLnzkDOROsC4UoS0JvbvwrNkTtXEDliDjdWMkscGUT6N-HoeEAiKwW8f9Ro7Iy3SSnu_qSxqki4HnKrEuMEZ1qvkJXAqPked6oJEcbkLeiA=',228
b'gAAAAABkk1Q22g3FppQNoO4U6XpoYHenKvCyJsUou5oVKwrwD-93mq3DlkC9EaQhGYZB3LrPutnWbCnAspsaiZwr3OXAP9wIR69Yxi_Lq_lV8Yn90VTctOE=',#155 S+U Pankow hat 10 Minuten Verspätung https://t.co/FEsXfh9Fz7 #BVG 15:33 17.4.23,b'gAAAAABkk1Q2684pmRRCiZyQdNW3y3pVcTaSMskSMlInQu4NEYglsy7hjYYeUGd-a1XW0vI-4d4g95G9NCOwN3Ta_mp7R2D1m9EkkbWgTSOvMQTCBi3t0xo=',1672
b'gAAAAABkk1Q2reuxcR4hdjvNyA61EZ9JsOORo5yVtE2uWuUvV9RGK2Nv9Lowsptok7mbZr6A8z-G7eK4mcAaPQXLX7zkpyD3gZmYhNIUJoUIVDCl4RjqlSs=',"@HFGezwitscher @kattascha Nein.\nBitte lesen Sie die Paragraphen nach und wenn es nicht hilft, in einem Strafrechtskommentar oder -lehrbuch.",b'gAAAAABkk1Q2grtxue6T0GBEXEHlCEpa3Ftvptj_QXi225fYJlRcHRSA8ulIBL2rcfgM1EtpuZJNp9tlYRn3u-pzkxE568mgtA==',647
b'gAAAAABkk1Q2GH_EG3eRyIaPBf0LFdbgYbpGDmYRPMI_UqTbgSE7f83tEtr2BsjS_dKj25r5Q7ptw_XtZaHPRpHvsU-uhqT1XFTGRATnQ6G1Rc-z5Sa8Ejs=',@honx @FlorianGallwitz Vielleicht meint er den Lack der da im Geheimen gesoffen wird?,b'gAAAAABkk1Q2FRlEZLrk5xW75Lg-9nbiC-S3LxfsJfBwpXHivBUfYCPo4vcgT_E6YgQjkIYmGjB1YI7rIFOomm_Yn1kFZlxLXg==',87
b'gAAAAABkk1Q24M3AAxC9Su9JZqxL0_YeOL5QmmxdUTCg1lvLf2xYTD_lScRJUtUYraxlYbYVkp6_4LN67nKBmncw68dUQn-NtsY1xTNwfeBB4g9BJOui83s=',Wie schädlich ist Spargelfolie - und wie nützlich? https://t.co/mmpu9OzgTc https://t.co/pouLnEVaTm,b'gAAAAABkk1Q2yfyr0Fb7XEJ_poGVHfVBXWywQOfAZJ6xtAvsC9c79VVNpvDpsRDPU2FuN55y0X4nmDwNOR3Dd_SUY3rVNFudrg==',2366
b'gAAAAABkk1Q2hj72Bu9WyFHqW_nyk8MPOAyy5mtt1PLYhg5FVk8YLHnLJIvA_2QFyYcLnaDol2C0oqC4PRIBbcxyg5zijQlOYfWgCgd4YYfr5ytm4EC024k=',Haben der VAR jetzt echt so lange gebraucht 🤦‍♂️🤦‍♂️ #M05FCB,b'gAAAAABkk1Q2yK9aUFqtmwA8gphrFMlcDCJrQzDsZyJkvx1j80hlUzR9bI0d_GGuSxFKAWUorLEut3w3bluV25bxsj1wIVxzqSiO9dYPe9ShnOx0jLTnPjU=',1006
b'gAAAAABkk1Q2DL_N02YTNgT_A0StjjlelDiFbJMuatE4YTFa8CZyBA3_WN53HbLsdBbel8FXlz9drBJz0hM121vRaWAtLeP_aY_bOrjFGpDZ67i_TaQVopM=',"@ernst_klaus 1.) Warum sollte Russland seinem Kriegsgegner Unterstützung in Form von Diesel verkaufen wollen? 2. Meinen Sie ernsthaft, westliche Waffenlieferanten würden den Weg der Waffen hinter der Grenze nicht weiter verfolgen (können!)?? 3. Ihre österreichische Quelle ist nicht seriös.",b'gAAAAABkk1Q2NL_YXMswNpQF6HwQMiIwt6WKXllxQOH9IGQ_bJnCSoi8qtwqqNzxogLb0jqsshDpgDb0r4SKHmLLbRi3eviudA==',77
b'gAAAAABkk1Q2BrxvAT9yI4MYvcWr4O6raZ-AJHooNty7Vtq25UQcUj8_-O0WilFgzlny6uREygcgCQm65xDafAPkx2MMTJMjaxMFTdgtgiCDyOqkDyf9mjc=',"Nachdem Gert Scobel in seinem Youtube-Kanal darüber referierte, hab ich mir gleich das Buch besorgt und bin begeistert. \nJohann v. Düffel  - Das Wenige und das Wesentliche \nhttps://t.co/G137pNHR7O",b'gAAAAABkk1Q2iT_AnmTJ6a0V8rs220OQyZOs7tStPEK8cYbO1EG1FgvamHNyCW3sxEtp7v7FYD6bnP_K-m2qYZduKREjeSGIYQ==',1729
b'gAAAAABkk1Q2AdTH8K3oNCDyMqWjWJFmVpFa3gTePJNO9K7AKE__qcE0zzfNd1EspPxMkUGE_auTZkyf-ToCdN-EthOcTbvu3KmJ96cZpAPebqjNNAmVs3M=',@klimaneustart 18% ist die Mehrheit? Ihr solltet lieber zu Schule gehen,b'gAAAAABkk1Q2AkJE8jiHyjf0CeSmCFymQz0xjuBO-W7NCph07cjDnnp_ABeYao4C7TnAIxCRzfZ8vJph7Qg-kWOF18dEAJb1zS45vxrKM9FgfWW3QelCxm8=',15
b'gAAAAABkk1Q2bCiRQavw4-HNJopLc0LAXnw3rNkLAIlS2FMsYJUINZPeI5UTRokUTMNCvgkKaQkMVPwf-eHOwnYb2LSsQ9iBjRwpiwbCEOCfGVvBPaiFvyY=',@gingchallen Bauarbeiten?,b'gAAAAABkk1Q2TmXM54Qcg7oC6I-6yZc48TPbxt7guhaNm-oiSrknpNnx15u6p3xNYEAjzLx1nGp7GHWPwS21wulfMBSCx5GCjJ6pXICgPYQuQSG2-F-2T-s=',483
b'gAAAAABkk1Q2gsR4-IGQAFcZdmQuPexUnu6pOiC_RhP_cIBLaaHCWstu8E-Gd_yk1DUYqo4PMQ5a16Fz8gbJs5QKjCrD6FvoeJgq1eysZA16LGwgbOdVlZ8=',Dankeschön! Ich werde auf jeden Fall mein Allerbestes geben gemeinsam mit meinem wundervollen Team💚☺️ https://t.co/PeRwpAvM7j,b'gAAAAABkk1Q2VjgtFY0HE_NwiWJ0zxnIMjJwRmXfc82QOQgv9Pt-9nmeG-iYPJyOoNygEldh7ZTOiw7W7f-uhzxPNaK8zpAlNQ==',2146
b'gAAAAABkk1Q2MUPdC63XbVoe1-9IVXHhageSOpD8poIyU99GG4DEnUZQY1165LCESuTbuudHv801Q7HBd66Cy5cXLIAIrutVkA56AxGNWpIXqtTGvRVQATk=',"@Idgie63260712 Transmänner müssen dann auf die Frauenstation, frag für einen Freund",b'gAAAAABkk1Q2OPCWUspE3RmXTVsqpH1HMvzVMpQr6ET7-JJ_fgePvhSOuEPNr1N1s3rFNbjvklbQyaqqUP5JAW197lfWo-bkw3Hhagmbs0z3ESG-bLJKkbM=',287
b'gAAAAABkk1Q2CAXthKVRy1qS4EsKZAopTRHGOzcdR6uezyeflax54xvsz7MTy0IaKZbjd3kOHXP16_rqw9G3hjtapkeqhsEXORePnGlFoeK_DkWunAT3zeE=',"@Melanie98500496 Einen schönen guten Morgen, Melli",b'gAAAAABkk1Q2RAtt3IOpuapdEJwopvCi_neWG-iZs6g1Lond-0UBYuYyfn2aPUUBBvmC73-6yBGjaukln4HaC_EIL3OzNigZFiAhQelwUqzBjpovJhDbUaU=',228
b'gAAAAABkk1Q2tven4AIidQ9IJSf74qN13j5a6_Y9iHw7eRM4bPYBg-kdUVGNc_ro0Ue4FWxrHU1XNIqHyN5ErBmaHplO0vDheeUIVEP6q_cpSJbIO_67X1A=',"@CYBRTRK420 @tesla_europe Ich habe auch nichts erhalten, mal sehen ob’s jemals ankommt 😅",b'gAAAAABkk1Q2vryN-X1Cw0ddBnTFOkqYzwGUQWeNB7Wlm2c7HpxOoqf9IpICP0C1j7eF6jGh6m33jRurfvOS6lU95UD21_YP_-DoFigkjyPvGXGbYhYDHp4=',277
b'gAAAAABkk1Q2ALLqAiu9tKVGy8l5YTebcCl64Sc2hOAGS8tCI2HRllK-bT61Ea81f3s9qFmfCirJE5jdNLRrARIlju0k-eF2oByVno8xTSpl44l5NLJktGQ=',"@Pami_1970 @dassesseinmuss @regina_kittler @gelbwurstadler @viethentus @cduberlin @spdberlin Nur weil Sie das hier immer wieder wiederholen, wird es nicht richtiger. Bisherige Angebote in Grundschulen zum konfessionellen Religionsunterricht werden NICHT angenommen. Reihenweise werden SuS dort abgemeldet. Es gibt Ethikunterricht, der Konfessionsübergreifend arbeitet.",b'gAAAAABkk1Q2sVpzmHlan1donB4OFvYvQ9D04T2vedob8h3j6G6GhBjtTTrZCaHakXZ0iOdUEZ7RN50eRayFlSvh4YEk-_zY8w==',851
b'gAAAAABkk1Q259WLlnc-7cCI2lEtffd86UACKc6KTsBuzs5UIHp7EkGrRcq1AJgZF3prakoOvSjnFtHAcGQjlTUGGK66mdPXX_hs_XZDNbve-c5jdFbZogM=',@ProfDrElek @BastiGassl @GaKePe @katholisch_de Leider muss ich Ihnen bei dieser Aussage zustimmen - auch wenn es mir persönlich schwerfällt,b'gAAAAABkk1Q2A_hWgcNnM6daszzTpFiEabfTOsgVL4vMyekdQi_sACL_qX17DPMCsNQZQS_ejm_1yzyL0gFwe0B7-DMuxoWu2bR_3ksA2NLDH4uhR3kVCus=',835
b'gAAAAABkk1Q2ispnFrvxm4Q4-qyixxA0yqatQEmAsMFS95VAFVXAqpK2uLljk3Wb-f_ALj5oA1rFt4h9yiDwpIfYtGFSTuN4ONAf8tZ08Qt6i_8NixMAlpY=',@anna_nachtwey @NiniBela1 Könnte man bei einem Kongress nicht auch den einen oder anderen Vortrag schwänzen?,b'gAAAAABkk1Q2ApH5im9DkvCfP7kFlAxt6AhgFrw31jAnH6ExFzBH-laHVt7qLz87L4Iygal67JcwodQmjAUpZQkVQQ4hAo185g==',101
b'gAAAAABkk1Q2O7dHTBmPJjoBIR8OaTP8XVGtyTLqzga8jZaDTcxEOb1ZTM3c3V5ov91IIWTSAIA5oo0fNFdPxkGI7ezQjPWip5hok90KZcykKmtfU3sV6UI=',"Runterladen, entschlüsseln, ausdrucken: #Brandenburg|s Schulen erhalten Abituraufgaben in diesem Jahr erstmals per Mail https://t.co/K5Clb1Ot2Q",b'gAAAAABkk1Q2CEhTvX8SLklyyCZBJQV1hgLrZ29jxZkbLuRnDQUqguej_6eGEV-prbtt6paBdvQvoDQHlQjagqo9JR0-59QxRw==',10401
b'gAAAAABkk1Q2L5rQJVOhtgBRBoql4GNKGebDuXpgCQreinJa-HwqLheE9SaD3RMEoKwL4uq8zeaS08kNC_XMr5LlMz2k7rHtCK3TgR8m2tnAx_GjZbDy5vI=',Fußball-Bundesliga: Bayer Leverkusen schlägt RB Leipzig 2:0 https://t.co/w2XILAwXmD https://t.co/IJkJW0412E,b'gAAAAABkk1Q2bf_yJnseQHsAKarvjmS63T9_5EyFgZFVde5cs76kKBoU66dXgJ29af1NbVd0W1A9Lh9t8RD1B55WMsHdg9NU7g==',2101
b'gAAAAABkk1Q2GS6jfGJzhSLLHxzC9JnL07_k41rA1-uD2sA9pMDW41AZMNUL56x_TWOmUWoxuv-IRQdZXgj3t9fg-Z6nJMaVhQvkMnm0BV_Ltr8dqHlxPmI=',Mietpreis Update für Bochum auf https://t.co/tJLY3JSppP https://t.co/tf8u3QeqzJ #mietpreise #miete #bochum,b'gAAAAABkk1Q24G_yHvn7X8kJhrXBKpUbAUK80ApFX4LNjlgu1M2NybBaACapPa-KUCO5vQqg3RPwxoJZkQKcYQaS_7-I0e5ogw==',972
b'gAAAAABkk1Q2NKgkD7dBpzn4jvIDy2elFQ7-PXQj3QRLeyWjxHMCvRqHtPPqZX7oBDhqAuKTqjBm0POG2a0lqbO0UPREuEY-A_aDBkVnc11ET8qmzTJuW1c=',"@KTsilimekis Überhaupt Frühjahr ist schon wieder fast weg, kaum dass es da war 😞",b'gAAAAABkk1Q2-FbdJo-0IzzF5zmxKjMcIB47YU_jvJEOnF4lOdaAKfPMVxcAepwkxTPyJuvzKSceHazjnviHj9_ce_S-6IovjzMNv9Ar8LR19TPb0ahp5f8=',3060
b'gAAAAABkk1Q2OLxxxR5yXszuLd66YpMiYA7jYGSBFbxtvbLvY1pJmGBR_OeANElOiC-EPTYl3LixgnHuv_HZFZZ3ELHdVGO4zLjFsejMfUBatEBGThgkdl0=',Da hätt‘s den 50:50 jetzt nicht zwingend gebraucht… #WWM,b'gAAAAABkk1Q2mW0SwE1PR3ZHxtzFyCIA51xRj7NuIkK5z_rqQbzUFPsHO1mv4eV5onjQE_eVV5tCox7qHySMWVWEy4PHCwb47Q==',1533
b'gAAAAABkk1Q2drKIyyyC9JkeTHpbQeudaW8nPMl8v-G6OHMKxJMXeltE9ELW8YzDKMOpydTrU7XUOoAPr_EP71apvoiJXgdon9YHE8yP8eXe3LPeagmsOlU=',@cyberpunk1410 @Gert_Woellmann Demzufolge müssen Sie für die Kohleverstromung sein.,b'gAAAAABkk1Q2ibYIzH1nX_U3Q2m2vN_pYaqB1KHnMXwZAM0JuVuJvITGcLZqJ2-locWazYk9Fwo6hudCTiKLGKCyqR05XXwv_Q==',19
b'gAAAAABkk1Q2F3YQicZEDpwj3sUxadrPq-LWKX0LGR1Sh3Ifll8yuxIUIeHFWwRo8hFCpL2S2UEecdDaflepXWe95Z3c1rK5S-XNU2hnc0CpqJrFaO9w0Gc=',@FlorianGathmann Noch n Fun Fact: Unter den von der Berliner CDU nominierten Senatorinnen und Senatoren sind drei NRW-Landeskinder.,b'gAAAAABkk1Q2-sD6HsEzMPHKOjdPn0eoQcxN6w8qze923bcS4hbIJIRCoaMoYEYR8wG_PrYPQR3hxKiQA5QVTyaPRu4Nx9aGWg==',4373
b'gAAAAABkk1Q2J_2pkXzCQKnBftHcF32dk7epR03KtB__HWOPafj2lhT9jPLPBkEs1SJgC9AZUAYGnOkVoomps86bVCgkic6cj9C7e2RkvWticiSez8dPnG4=',😑 mein Kommentar zum Streik an den Flughäfen: Klima kleben war gestern heute ist Verdi\n😑,b'gAAAAABkk1Q2ATIy2lhJZPqDdsnB3IxKFuiyXXozSdz_RoafL33zxRKT4foBVJ-jZDbAMjWyO65wE8Es_sc50s0iPRpllCeQBzVn-KW8HoDm1jVAhpr7pVg=',232
b'gAAAAABkk1Q2_st7OmsxKb0KKQEMRD34J9gl3ljdbwgp9pG0WlVHwWogH1UGqcpVpiYTiQQSViL5hwJxN6iI5nWSM1vPquTWF0zSvUOT5T4nj3EOm1Zoy7Y=',"@volkskamera Klar, warum er an der Stelle gedreht hat... https://t.co/tkPwnSzXJI",b'gAAAAABkk1Q299nFYbBwwaymL5Fvb-Ux4ClDg0EQm-qFZ-6reNR6QsDIHP7BESO6cQQ_eV5uXxFIC3-mw4r5gYpjACEQPZydHWGEpEqYhoObubNpbLIWLac=',186
b'gAAAAABkk1Q2CtNxiXVuRt6aZnlNPXgwBf-ldoPN3KcHeZPiajNgvIL64YUgrRb8cjOdJdyhIHSgHTDotbAfbwH8pLFm65ecClrEWJwm7W_Awf6XvDP2llY=',"O Kummer, unsre Zeit verrinnen spüren,\nund dennoch wird das einzige Glück versäumt,\nes blüht so nah mir hinter diesen Türen,\ndie man zu öffnen feige stets nur träumt! ❤️🌹\nMax Herrmann-Neiße https://t.co/M8VedW36Ck",b'gAAAAABkk1Q2AjXxlqlyS84XJzb9vE8H14mxZaHvrgheJZDFJO350VtSNzJ0onH3L56qBfk3rpq258EF25bItz0ClGBkHZ2TI_hDDrCaOBrt4WXmBUF7VFA=',2414
b'gAAAAABkk1Q2YbRYvC7fdl0x616pAtGUEGTUCURG4d3XAT24kk5vOU_U_UVWfo5iDlOIOz__Yvs9PCplYjpyqvuYZPtEO4aAeFEwuU8rznDKBtx8uJSRAvo=',@smartmax900 @gorgooger @c_lindner Genau das ist es. 🤝,b'gAAAAABkk1Q27M5jVpgO-RrcD1G-hFFCuqpMyZxhGiuhmhAIiK8pvwWX6uAY8zHVnWwShrNtpWLErmMJzGo5WKxcbmhsGJJYZw==',2740
b'gAAAAABkk1Q2ks5TptZlWfF584paIq0X3e42frB8zZzacqZBfHur5-e1bNRZpBWx9JuuDOjVMfB1zxtgMLfnXRLExMBXJAy-LZk40VWeWxES_CyQsZU9szI=',"@steffiogg Tatsächlich ja, https://t.co/QMAOUZORmg",b'gAAAAABkk1Q2nGKbM-AyMhVY_7zD8da_VHgWieuPveuK_YrXf_nSl7WOIj123aIV3I5hK2QNmiuqIHxRn122_Qa_wffrVP7e7g==',335
b'gAAAAABkk1Q2dh16FtylvjbZaObk7IJnWt9v-TvQ-_3snCEjf647kMBaYTmN2Ho3-MvvYEJm1JDPWarIkgFQmcijxMk7LavY1IGEvnznzoHCxKmhOTJ3R0A=',"Mittlerweile sind es draußen 7°C und es regnet leicht.\n\nVorhin im Radio kam wieder etwas vom 2. wärmsten Jahr in Europa seit Wetteraufzeichnung, welches letztes Jahr angeblich gewesen sein soll (oder ähnliches)\n\nWer glaubt daran?\n\n#JedesJahrdasGleiche",b'gAAAAABkk1Q2mXHjnGZKYBVdQnBWL-84YO07tsICnCFnicxBij_RaXP39fnpOwZw9z4JjXTRTE4rpcwcnzfgkwlaSMrIxNhGizMh2xe-HnkmCvZgawFaLkw=',1172
b'gAAAAABkk1Q2fG_85hWzBmGG0g4SIYrffYOYC5rNUqGDBxzeOfj9lfLz7hktv_IDSs-k3yWnp09OoPx-RDvMRg8npq32ZjzIokTkGgJWuWBFrE6qcGQoVBg=',"@AKundendienst Wurden bestimmt alle ""zwangsgeimpft"" 🤡.",b'gAAAAABkk1Q2nfbXuqtbzAgdAR_0qRnRT1aTDkgetYc2kfAH0Bh6OhFhN9FHEaHVG5dxdWvh48Q1SnkQiK4kdjsuy4h4YPXGxDNF_pgtWSgo7fkXROy04Iw=',469
b'gAAAAABkk1Q23_TBdQmr1L-r24oYnB2gqv4Fh0ogk47Fz7L-iN2A-n1W92ReX6qLInxZpcPcXvgiRf34EBzsf4_51sKx0KWfQrzBbqivcBds40brPNCLNn0=',Erdogan: Nervenkrieg um den Gesundheitszustand des Türkei-Präsidenten https://t.co/fpnHn0ODRx,b'gAAAAABkk1Q2gJ8A8c2OShHMP7iLrs5sDMVvpu9ODY5Ajv5Qh-7ey5b_5bca66-rlmRqQQOarqiOI3YifvS1dytzf25xTqd8QQ==',1934
b'gAAAAABkk1Q2NpvTLrV8tRHWGOQXwHxyJXohEaUt3RU3_7aFo7-wk3p2L3dyw1YZngbbP5orGrF-jA6kUDJBuwzlYQbppZZfNgJIAj6bvJp39TjmhF_ukOs=',@Kaiser_SPD @CanselK @BMWSB_Bund @klara_geywitz Glückwunsch Elisabeth zum neuchen Amt und gute Zusammenarbeit,b'gAAAAABkk1Q2ArjVdam8RD87xCJqv3_27IoWtPdHuOIw2wLfKbbboD-Y-vHLDXXpLCpc3qjdD0aSfgIsgl-dMsT8qkFHYyq1Fg==',1567
b'gAAAAABkk1Q3Z3940Wlv6J7_ZBJCJfuz2l-sNpfgaya4JSD7sG2wdJQWrrnFNLyzN4MA-mW5FuNz7chwHAbqLevKjAYUiElXvoynDnYnnVBf5ODzIKG94Tg=',@jasonbsc1892 Was sagst zu den nächsten 5 Spielen ?,b'gAAAAABkk1Q3NseM66DkfVo6BCaoGRyEaiMNr5K5kMVYtOHWqRkfKimIdhIcviQQBCwYaE4F0MLEBbE7vThlpyiDvAJW6UVofQ==',18378
b'gAAAAABkk1Q3xy9JOH7vfrc8nX0snREhcw5vtsc_ySfBcP13bmFdkOqkldjIGFJ0L6e9preLXFMriHhkk7D1QboNlaPzRjTsfs02J5f5kYby2E828hS2ay0=',@fabzorator @jannibal_ Warum muss man Laborfleisch verbieten? Iss es doch einfach nicht!,b'gAAAAABkk1Q3MbY_bSFd3EoVEQ9mpRIUEssRhAr1HvyGIYFCwDhhi95CQrpoW5kdKGSqj-BDcceD168JJiBapOuH70YEbWlfGPtpugJl-OHrt5A3FCWFJMk=',203
b'gAAAAABkk1Q3j39QMdmDoH_A8XjCbVDAsA568_VTQXah-om-7POQtSoY_h8Rex2vivO4oZx5TdZASJ8OJiHwPlfyNJ1A8ALCwWeislGR7zjHEQzWtSejnFI=',"@HolzheuStefan ""Selbstdenker"" zu sein, ist doch besser, als eine Marionette von Klaus Schwab's WEF zu sein!🤷🏻‍♂️",b'gAAAAABkk1Q3W00i6XHLr4SR6VHOEdmWUlwHQ2fK65Cst4B-ERtG_2T21SeNHtt_-G0VThMsXYlyzTQvyONWq-VqvyEoKRKLXKF4NLwiFfS3jvcyCDOLrHE=',2776
b'gAAAAABkk1Q39XAPIS3KUz9fQ0hO9CvPz35WyP3en50swJYrfbnyr1YvSvgJuHzdiqqZYaQybGG3wzlM5ljK9u1zauHNNiwSjEt7963mlaCYhLlBjHxMAYk=',"#RE9_ODEG, Zug 63911 hat ab Buchenhorst (planmäßige Abfahrt: 09:35 Uhr) in Richtung Ostseebad Binz +12 Minuten Verspätung.",b'gAAAAABkk1Q3Yc8e23AvCjbG_8niOtqZwCQ5bktHKYgG4wAgYIM9ayTph3CAQYTpng48bBG4B4Bn474A-fe36yYTICWUlt-A39C1561xWKfhxN2bkjX3oWg=',1822
b'gAAAAABkk1Q3YIfhtNZcM9jbF-z8kC2V0c5k6M3rPZksKZqX3hffdzoaHpSQnQ9cwiBNsSSpxfeoel2V4YSgC3Nv7FF55a53Q7sLmU2QysPGqQxGXW-kO7w=',@welt Sehr gut 👍 Wird Zeit die Herrschaften mal wieder auf den Boden zurück zu holen!,b'gAAAAABkk1Q3Vyr4XiJLNin0PTbz9jU7cyVc9iHCuruvTzrLvR428P3JDYM9lm9WWnMFblHrexRR-69xL2DD2tCYVynDRCE6FkmxG-XpMOhdF6nKyU6Q1tU=',290
b'gAAAAABkk1Q3UWBAXRN_AK3n60eqC0ut23vnvtU41PV3Vn_Jnd4MJyV7xVJ78Ugv5gvIuVQfKNJAh2zeEeDJ0i95SKim-Uiy6xGL9UG-rImKH542ykJD9H4=',Rückkehr nach 29 Jahren: Im Picard-Finale versteckt sich eine absolute Star Trek-Legende in komplett neuer Rolle\nhttps://t.co/aUurjShlZn,b'gAAAAABkk1Q3iZRES_715s6zP_LnXcHQALl0wMn_gSD_YC90kkA_qh5U_WQnS1uMk6dNKkrHQfkRIbd43SHSBZRCaqfrT7H2fA==',2414
b'gAAAAABkk1Q34ueOeu0xVnO_WLAVc3uaABYGUHJnoZPy6M9d7c1OhD9hEkD9JA3Xd7ZSkDO9rdz5omNPwkS4ONT6cMzp3vcBNWLMUYVJTlGSps64Mraqw5Y=',@MickyBeisenherz Der Russen-Trainer ist jetzt weg. Das ist ja zum schwarz-Ärgern!,b'gAAAAABkk1Q3o-HYkeOFAQf6lWwiQAz5FmrY8DBpZR-baWMTv4_G7kLMWh5ByT_rC28wQxbNsb7H7vyOO035P0ePOnHBxlZoneh7z3_KVoa2R8fQ6KgDGtU=',11
b'gAAAAABkk1Q3mOf43_or1zt8ZZsliMbjhGdPn-gwaK8tjJc4FpN1u1JWqRiU7MedpBGYwIXZ-02XRqVEPW_qgtOQJ6XTE95c4HLO3fxrxQrjg1h_O-V2_Kg=',können die Russen dort wenn die wollen schnell errichten. Naja und mit genug Geld und Straffreiheit werden die auch vielleicht wollen.,b'gAAAAABkk1Q37YGILRB0AoGOLlhymoYl8dDVIt-drtGm86GC3cVy36-MV_pyD4KTxz1yzprwuLvSdwV3QWkB39wxs0PZMxygfH7eAxXAxKb7kgZ_YPQiwUw=',232
b'gAAAAABkk1Q35Us41TsjWHjHjIuO0NB6z-IAqVonh8Wwu8ry7ZCeR3RbxLWz-aoZAJzPRxYSAYY2tCfvdHKa6mvhODRf8NaKjr9KWET0X4sU83_GD5a67V4=',@baklavamann @DoraGjura never. Sozialdemokrat ist man und bleibt man. Zumal als Kommunalpolitiker,b'gAAAAABkk1Q3F0bK9Sl_fNvLwB_YEPlLHtfL2dTPaNNgbzhQgqCjm5vo6Tq692hftjgzq4xOh_TtLpdhqX0A8PFFSiWoRVGHUw==',2382
b'gAAAAABkk1Q3b9lD4gkOsJDToeSr9WlZQPLaTdv85NmgN1tG_O7sN_cXb7nxTILYOIR9YRMFhEHY68RjFzCipMweAs_ecq0XDM6U-U8HA38HscNkQ3nBCro=',"@Martin_Bethke @c_lindner Lustig, und am besten die Rente ab 70...",b'gAAAAABkk1Q3ZA1BTdoxQjCzuDFER8VfxCD03TlCE17_63faN6inndYGZ4pwsJi8Zid_jy5g21L287EDGB3lcERGmUiCd2AlDdvsE7tZJY3Uf23UqtAunUw=',973
b'gAAAAABkk1Q39UY0OboyHUmgTw2vaRmGIz7_ELZ47bqKiFJTzJrnsG5Sf3VnAFQ3MKigIzcVgGWiBCXHsCQocrM72UMN9aTauMUCEv43Bbgk5rfdUhLWHG8=',"Das ist nur der ""Anfang"", ist ja n schleichender Prozess.\nIn Berlin/Brandenburg wird das auch bald notwendig werden.\nDer diesjährige nasse Winter bringt kurzfristig Erleichterung.\nAuf lange Sicht wirds aber trocken.. https://t.co/msg7RppoMF",b'gAAAAABkk1Q31EfxsW2B87RYmG40TQrufRNpBiL0h7SONRTiwbB5P5Fsj7bjMETQnIivLXTwC4JmJ0QRHgIVe7OsTAb0UqeNiw==',85
b'gAAAAABkk1Q3SMvMy_glmCBChp69HT4-0FSqMBl14Baq3m7c6oZd7YXxUCNdzu_WT3tjv-qyEaiOcBRj30tmM4N7TQcWNl_zKtPBxPKtiAFZ8sCujxfK1wA=',@MammaSnigill Das ist doch Mist. Tut mir leid.,b'gAAAAABkk1Q3iPUL3j-3FBewjQuJ4V0QFXN8MiSIFQiZ0VKHHmW-RRfcupi9YNeTf2nE-nqOaiywcWUlJY6zw6WgDgj1Vi9H8g==',390
b'gAAAAABkk1Q3Bl0W-eria4Z7-s5EmMFnah6ZozOG2UfP0cej8F7lbTRi2IqunmtrHwHds0MaErxxk0p8zQ-UykbFzIafgpBpgYSfdhU_3xAjfcId44oilXE=',@MIT_bund Lustig weil ihr selbst den Tod in Gang geleitet habt.,b'gAAAAABkk1Q3QKlJn27y-gQbbuUvwj-_AdE2GuKqfnRvPOdLm8B_nQT1yUQrJ2ohBPekdrMRheVHiMHE3OODXE0nt9kTqN7dFbYPc72LrCQm0Ro6-69rQL8=',219
b'gAAAAABkk1Q3qc1cIpSws10x5wUtiaftGqoM-8HWBr9R4UswIBr_xJ3UbGcJd6Zs3G4PtbHiOaCyHABdEr8Opo5SX81cvC4w60EqAY60_w_AkQ0spKQcjFY=',"Die Pläne der #Bundesregierung zum Einbau von klimafreundlichen #Heizungen gingen teils an der Realität vorbei, sagt @KaiHWar @HausGrundBerlin. Und sie würden vorerst den Wert von Immobilien senken. https://t.co/7JelcVn71p",b'gAAAAABkk1Q3VNV-nlMw1-h4WUjjNIsjWST46LsaczkgoPHPyFn8v_RfjyJG10rewkwWaVrpM22SJ0sJlKM5AP84utxR6f23zQ==',54129
b'gAAAAABkk1Q3OWY1QSdnxPBSUABZckX7Vqidlq72CiFx8jDSlsAIE18xAeQ7LFw7PttUqN6br2uyTmjHtJhJIv2dznS8cmjRfjcJM8LixmHctPtkctRniMw=',Ach da 😅,b'gAAAAABkk1Q39MhyR36kEg-4TWzBnSAQf48ktDrKCDm5Gau9GVA8DCdGojBiULuU2VgFrQe72-YyHoQ06_pViy4u3jwmnQYm5w==',137
