id,text,author.id,author.public_metrics.followers_count
b'gAAAAABkk1GYNRIsOlAtk_zjfYwYTEdUiPwvGzm9Xmx-AuswfTF785Co1kSrlB1bcRPWYPFPCDzbqIbVeF3OtCvvVXFZCuMscVjAEfpLCxVzOz1rTCDxUKk=',🔆 La ciencia moderna aún no ha producido un medicamento tranquilizador tan eficaz como lo son unas pocas palabras bondadosas (Sigmund Freud),b'gAAAAABkk1GYrdLgGVPWd8iNgeEMOxHww7s6uq9RxOOxx3bVqY6tp1VpkIrrcsQaOfZLZUXa-3HuWGsO6ZlNTSHPHcGN3rgKCWdfYsE6SJmDsHifaGtQvCo=',66331
b'gAAAAABkk1GYP8a970YjZFCwGgNXKrqtB_rWDf8Gcjojo-qg9oOHIhvbA3nErlbC4ex8OklRkFm3y7tRXW9u9WG5wXiGIeXGM1nLn0yPYwBSYPpPr06IZek=',"🎟️ Curiosidades sobre el Oso y el Madroño que probablemente desconocías, desde cambios en su locación hasta la polémica por el sexo del animal https://t.co/wbZmxp1YBw",b'gAAAAABkk1GYsCdZGW0ucBPPlAQsbFR6s8JS-DB_77FZFes1X7pjqcg6QoAg85BcmuNqGQR2M1KEQ9KDH9UtMBzv_6TXjiXhIjTy7mYLHOW8RA66x_EhM5k=',49505
b'gAAAAABkk1GYIkXKRfje1qowiIPHE1HyMoTwiVYvaGO0KRTacB7RcuStqRZwVGofrWghOxA8AqS79b39myoVtFBrU37CeZsqo8J5EGEx2l0bdEIVoLjWY6s=',"@mesubelatension Yo creo que estoy medio malo porque hoy, con el sol que hacía, he puesto la calefacción en el trabajo, y seguía con las manos tiesas. 🤧",b'gAAAAABkk1GYnv35RvEbLj96RCwgBHEtuZUc-MgOgo4gGAuO524ACa59szcowkSVfXVbS3XupHA6b5ZYeKIlRvKXIiBEoQpByVOwoL9LCMAnpq_FtZk7jsU=',1065
b'gAAAAABkk1GYTF9Nt4OmMzp5eiQ3qu1UZnIgJZlhPmU6J3tPR89XydC_8rGAFPjiDSJy0ybeE7aN-mUOAll1TLxLgPZqb7PgAn5PU9etqvT9DbauKe0HT7c=',"@sinisteree upamecano está en el Barça y tu y los seudoculés que le echáis mierda, estaríais matándole... hazte del madrid",b'gAAAAABkk1GYWnE6LH8cExwWv6g0VO8JFPKFRBW99DKN_uczZftclxH4J6aqsjo-HOTcAWVuIJSS6mUL0wq7Ff5Di-4cKGyfYBmv55vQbBAgIcuxiAEsYQI=',376801
b'gAAAAABkk1GY4UJ40UjdmxBVjfBxBO4iCvvPkTyqMjkatFdeHS8dZzoqEEvqGQ86MkRYAKUEeufMq1vIbLASrWZJUaaiATu0yIPHaKyUynhpRstcBArpsmc=',Algunas pruebas y cero dudas de que entre @ConcelloCoruna y #Xerión hay salseo del bueno.\n\n¡¡Queremos saber!! https://t.co/mCO3E5rCtO,b'gAAAAABkk1GYGOfG8n5fGxxDHGvmHoU9wpij40r3MA0iSGRLXnrX2d67z0Sjbc02oVpcJE5UZyEOGlB_kksmbjVnq35_k8XAYg==',1992
b'gAAAAABkk1GYE9a5_OjSw2Oy6SsedTzK07G4XuHvQCDBlxHu9xWPPGwEmV7k_GdMuB8yZu91kuMRa_QaDpXYXph48I6DPLKWGhYATCm8qWmdBUDMmnpVUKc=',💡 ¿Cuántos dientes tiene un tiburón? https://t.co/ctRAk0PgO9,b'gAAAAABkk1GYGeZwV2Ft_bbRLzgnP2QKwS3WC2C7V-Zfx1HeVVl2BaSE8IWramvdix8Ta0F5x3GO5oppokZ2dQiysnvesgoLV6Km02g91XnYSBlRTn_KQRM=',66331
b'gAAAAABkk1GYVegd8-9A5L7QCcsGJs5sMjcPxYiE-m5ixOkQoLbDPvjZRodix9c5Rd2E4oq-HDsmcWp8BQ0R9KJvvIvghony2rrTdvlULAlqzNH_TX8UjhU=',💎 Los 7 errores más comunes que cometen los ciclistas principiantes https://t.co/tqyUTK7Hjh,b'gAAAAABkk1GY71czpznMk8XGYX2gS3Oe7f0W1w6H2WfVaucptGdxWuxY_pwPIIYWgGQoorQy1DsLQlm63xOU9pH5USPX1u7Qyg==',76932
b'gAAAAABkk1GYrqP9uXJDxt9A0YzpHNhSDzBBKvNXCub-uMvxfRGYT_Y00P2juDj3Gwm-Gso_cb61fCBuSIf0cPBwSINVxP1xsKo7d3Utx4JUsb85t-FJT88=',"💚🎶 5 canciones dance que deberías escuchar esta semana: Calvin Harris, Joel Corry, Sigala, Jonas Blue... \nVía @Los40Dance \nhttps://t.co/FPu6LFfvOn",b'gAAAAABkk1GY6YrNuxklBRrmMKlPEgsAZYhdsvEOA7W9TG-C_xemCIMdPQUWzDHRMt5PUW4kTER5SJQLKdxx3wajYmOiFq4FiQ==',1577443
b'gAAAAABkk1GYcq5CZfgxs4_Ky-vyF2XacOTF0IvyCToq_Xp76H--pP9rZQs3ARd6KRTB8H0zlM_T3pNhYx1eo_d0CAEemyMzNekB_gTigqvtnvBc6x-m8v4=',Mejibray es lo único que puede salvarme cuando estoy en decadence counting goats,b'gAAAAABkk1GYzGBM8qRRjO6JPuiBdNwuAtg1qGO2LwNmwvByUXldqOqYYd-bO-_4b8Imbz3WV0fS7sPz2nqAr5LdfKW0sHdYzIo2onbEFQXOp1kaW3Ct4H4=',16
b'gAAAAABkk1GYhHWV5QS5KZTk032GHYDZOXHCf682qExExAgWsHpq0bUmRzWpQV0NaSwo48tqhMRDgPonU7Xukjy9NPd207lqA1_2aATU0XoqG6K1xpIkp7U=',"@juralde @Teresaribera @JuanMa_Moreno #Sequía @esXrebellion @EsRebelCientif @sanchezcastejon \nTan descabellado sería cambiar la hierba de los campos d golf por otro material seco, no contaminante? Cada año habrá menos agua, por bastantes décadas. Es momento de cambios drásticos. https://t.co/sWbZ7HNxe6",b'gAAAAABkk1GYB_9YM_LHUoWeHPYLThn4oGv38Suxoy-6t4lloodP58k_JaUX04jXG2oWMcMymk_3YJ62u0035hhMqBYVU0eb_Q==',2166
b'gAAAAABkk1GYexj_aPuO1EuDkThJgPACWN-hthV2POJwuNLdhU-0FwABb3tkdHRqZ-MQtT6NStxVxds6IdoB22FbhDIIJ1KasHx6RLoNzkzMwtGf2tyer9Q=',La ‘teoría de la estupidez’ de Bonhoeffer: el estúpido suele ser más peligroso que el malvado https://t.co/cPcOOmZGN9,b'gAAAAABkk1GYBIHS7dM8YgAEfavU0cgSgUSvXl2KHl4Zl_ISQJdHWqEWE2S8_93A7W_7e4A33jLU4rNPHexqAMcwmEy9ynjkuA==',76932
b'gAAAAABkk1GYZc2f8SyA0X60n5KRLe6Vvmz_TpuqjHDsKe5Tb8m_fjOoZyFPxsXe6wdVjS6pnXhMcMlmDKQFgGDYBVCvuMq6zPjh27pl4-Wy59qSt_QsyfI=',Los vestidos de Escarlata en Lo que el viento se llevó 😍😍😍😍😍😍😍😍,b'gAAAAABkk1GYfAsxgAdkJJiC94sGjDaUQfjnhb6zD7jabRLmkk8bNmEUp5JBcazdvzDInX3ln-1LFVOyTRDmJFv_J74EILQAaC4ru8jMjFsWu5XgM6pLkoM=',11893
b'gAAAAABkk1GYx5yBrHYJUDUzOfuXWuflU75OliYY1KEX-mlapQBaJgI1TUwT48soL7YnNmm2I-YYvi35eX48DnXPL2CGLqe3TWjqkFTHZVN_gYnRIy1K6fg=',"No, señor Gallardo, el CO2 no es contaminante... Cierre las ventanillas y aspire por el tubo. https://t.co/OmrutuVpQK",b'gAAAAABkk1GYUvxlw_jeOXwnyrxeQXaUehtZP_y3E1ew6nSOZX192aP1pMy83i7hOWFE4O0UKmzIkIElwKJjuc_3rmqlZJLKuNz3GpE7iv1WRil5Mxj5Pe0=',4210
b'gAAAAABkk1GYLfp6vNLudYaF8C4Pozd_u2qGiIB7KB_74B8Ey7lfFPxD3eC8bkvF0Jg06T-b1Y8rWuZX3GCsGJa1rSbDs46O7PwyvMub7M6Vu3ucLTKv6yE=',🧩 El truco (según los científicos) para eliminar el arsénico del arroz sin que pierda los nutrientes https://t.co/EuKXURfq8A,b'gAAAAABkk1GYOaAE3fi-zMnV6iX3KBoju7VwLtGkCzE8oKw0mC97t_DZRHFDjcJcRUMbFo2-vfk8TAZLGy23R7BSC736rjhy8g==',55037
b'gAAAAABkk1GYlR2WC3iwcxsXdb3DLnqnUNZGwkPrvtmevHrv3J2nnM3Dd1AyuvXDAnLGinY8nPpWt6Gwx0AM6OSgdOFF3NNbot3tMNX9SbUa05u36MdkAW8=',🌀 Científicos tienen malas noticias para las personas con ojos marrones https://t.co/psut7LvASC,b'gAAAAABkk1GYLm9MfU3Ak6BgOP7qoHaGuaLxZvaQjtNOZum_IBVVli3dezcx-RZWxBSBUgqwhHv7RZJxEgS9yG87FoaPcrNs9Q==',55037
b'gAAAAABkk1GY0rD_1mihVPo6iXSmTC-UBmgi8nSrekJ_j0kv4l73pT2NJJR2qpWPpfbmVbQB4XuMSaQ2HXtn03uPbvMeLhDZRWYatS9Ma-Nh_DaQOwnVisA=',@AXN_Espana Y veremos qué pasa con lo de la hija… me tiene muy pero qué muy intrigado…,b'gAAAAABkk1GYX4-SaGUPrEgoNxQrAzTBxyNIxh0lQDa-5VNE7CV4y-oF8FoofZN9CyrUGXNZAqnntSSZUm4fNnXn9oiXhcIe3g==',2039
b'gAAAAABkk1GYYCqe5XnpvZS0JiIi_Lw_7KUwmuEz9ZNv7zls3BRRa0oyWCMs-VZM7QqDD9s4x-38W6VPtOukJ8jqZiua8rexa0V3deNrRpAn5fVKVz_1-jk=',@DalasReview el primero está god mi king,b'gAAAAABkk1GYKVA9qa6PP9re6hf4_bDzB_8DyyvnlpiV1oZvT4DUz-g4POW6tPLNscHvjXZ3su3STRAtPHnF5AfMzpEXZbI5Yyjx_opNa0tErVIwAajuiek=',225
b'gAAAAABkk1GYB3NNneZ-TW7sjgahakpxj31IvCDTU7aGc_XSa5OSGrN4CwceKapnyBUcHfzQ14OYHXUCLT34chcABngDrymLqBc8IusQq4Gv7Q50iJ01ybo=',"@InformaCosmos Qué horror!!! A ver, como en el futuro se libran de todos estos disparates en el planeta, concedidos por los corruptos políticos a las codiciosas empresas .",b'gAAAAABkk1GYg21YR7HYNCSqxhivnd__0keBRF-luExoCdnO6sDcWgqeAtTYhWyRRgpTmwe385nMdRPDx-BxNtELC4m0NZcqXsC0IhxdFPnMdWEhQow4Nd8=',97
b'gAAAAABkk1GYh8U5o5KFZyMjGMlpdrEX75laYSCvtFvrud958K1bboOUrmVu2VQ0angkdbc44IBCjZrQLPzdNMDyGkMSymcYh1AbaVRAiXtT25lwCA4l2Iw=',"@valentine_fey ¿Por qué generalizas? A mi no me representan estos actos.\n\nY porque llamas ''corrupta'' a la afición? Lo del Caso Negreira no involucra a la afición y es más, a mi por ejemplo me da vergüenza todo lo que ha pasado.",b'gAAAAABkk1GY88XNk-JCAbNZ6AW0zOVbSZLvQzjVayOZpqfyfZIfsDpBsqK06IUOzJDlCqa0octLqZXiN69_J84gj_1kIHFpSl_qCLIKn9drAO8a6zHyaa4=',364
b'gAAAAABkk1GYbtPv124yqn6OzkhYKCfJFGejglXx-hW2UVC38ickt-x4RxW7r-YEHEbVbgn3pEWt31QiGo3bTZHsZa-Bsj1GPwVZ8aIJcs4AnACwzK3iC8c=',@lagatoteca Aquí Spock y sus besos rasposos 🥰🥰 mucho ánimo!! https://t.co/2zz9vvRCUV,b'gAAAAABkk1GYkw9OG9fQtl6wqzr7Gr_rDRfokL_huTXSbGLCOdmlFTY5fz1JsfgjxoDsIAOi3Ean4tzvTYbYDp4saINf5Vfk4R_b5pc2eDcb1_KJSMLXwzc=',97
b'gAAAAABkk1GYRdRWZxw4hrntc6RZkXrAxI4j23UUyCHp7uJ0Vw_-cVphEfF90hM32oFZDpuiTYo0oNqL4xIErlkyYo-8TO4xRzCXo3hG2TRcPDux39fygrM=',La inversión a ultra largo plazo requiere una estrategia bien pensada y la elección adecuada de activos es clave. \n¿Seguirán Apple y Google en la cima en 2050? \n#inversiones #largoPlazo #Apple #GooglePay \n\nhttps://t.co/JLaBXwLAPI,b'gAAAAABkk1GY2y6XGFEBJnvFwD7NOHpIRYFguCqwWygvEnYAzRODBCTylsP9CKBbD6n1sSaX2uwPGhB0lAre5tis4wW7riP6vQ==',901
b'gAAAAABkk1GZGBJgNlvAkA-s_V5wnEfCytFK2SukObPHykpV4gRDZV3j2D9gUJqloNJKVfF6O3ZZhkoIxvRdniyMvNDkoloQ18WjKDRp6f1YyRl6LzUK7lo=',"Si en el primer beso, al cerrar los ojos, vez como fuegos artificiales, puede que haya una buena historia…",b'gAAAAABkk1GZ8G3u5cfvESdT1vpiQtEKilTs7iTqdxKBOxgNb3j-PZImKIGbwN9C6lgmz2CoO4ER_mjfKf8JdsZR9MMq9NxXlg==',414
b'gAAAAABkk1GZFkoOSrmS-fGwyBu8Rb91U6-nrElxChZixLoztiZxaN_F2ZN5dTKY9uWiXj2MQQRyMqQGrQxwY54Qzwj0jssakhErncPtXc_HVS04Au3ECzU=',🌐 ¿Qué le pasa a tu cuerpo si sales a caminar todos los días? https://t.co/AJmEMn86q1,b'gAAAAABkk1GZTGWOGCFU6RhdIAteIVPU_6nuSEkpYNhXcwhh9yClsx7cY-tLGslSp2lGhNFrvSeJELYItbc5wnEN7038miR8Tw==',76932
b'gAAAAABkk1GZeTMdjgpLm-c2f9WBq77v0L6rPyvsfnTfm0MUAGIfQLZ_M18ZDlcw7QzTFVaT4Wt78ZxB0ZTkdLd-JOZmzGCIuTMa9RDbnF2HcCbXGxoHcjk=',que no acaba que no caba que no acaba AAAAAA https://t.co/SyVLbhlMrn,b'gAAAAABkk1GZKlD58JQJWChK3c6SrbW1bfT5IL7nDYrnLPG0LK2rozhXzysc5Is_0xRDKtfBCZNONrbbF0GbGepzNd95Ujlj5ZNpIXGqZy7bNANiuNc8eU8=',96
b'gAAAAABkk1GZp85yOu6XcvrkTuTov3RgYWdV34Kh3Buf05zlM4JgfsOt2ww6v-ikfHbaIfLq8G83yL_OQfB2M3hUNubCWhPQ095cWTwM7h_8D05Z1QDHfnw=',"El malvado chupa gatitos JAJJAJANWKANSLAMLSNSK, que cojones????? 😂😂😂 https://t.co/ijBFNRerqH",b'gAAAAABkk1GZk3_gQRePyCLzNVEjO8nQp4-S0F_wWAquhLwHha8MCm4Wbrm-UMKZDxqWPENB3aOok09PjOFnx2SjnYbZw-WHIsx3QAzC0XLDoltgrJUtGps=',242
b'gAAAAABkk1GZMFUy5T3Wyesiut1M2YTlccb_cGqXCSX78tYDoGKLkWk0OHqlZiJ3Pajol1gKp06gx97g5sCM4X8JK0WViVC6UldF_JLCl4Ndpum8Ko96siw=',🪂 La razón por la que debes tomar café después del desayuno y no antes https://t.co/1S0G3KetOx,b'gAAAAABkk1GZF7RPrwYbgFLMsUpLel6F4XqXeHfLbPVYx1TgL9iegh2UUvIMYZSpHf4bIKFG2biGGvMl61VLdfC-z5UOAmbfLxBSrSXU4AtDt98UCqcQMhc=',66331
b'gAAAAABkk1GZqBOGXg3wQ4qE2M6HUIqHm4D8R4ifBrRhtHni4FagiLYZJdlZGbzQDdSyZRfUeCLrsw-5Un0JhmF2nBHXhVlhNqBHx45QH5zT_ARCU8MLtlY=',Quizás así comenzarían a limpiarse el culo https://t.co/4cqDB4GF72,b'gAAAAABkk1GZDImyErM2cgbK0UDCclqgrx_75AmmMHcyiydLgZwYOLwkq598XyCehTlTm4l-FMyi0OnnhbJfrBosXwX6-Z6xE_WTCFU1FPrutSvKeA58rk0=',3102
b'gAAAAABkk1GZ-ZB_5ibijju98q8QHuroHeViutRrU5GHTnyDPuKWSzmxl4Wt6XifhSaGXE3NaIdeFefVhhCSDILLVIwRoXcWXvBTD0unoeXL09fDr3okl7g=',#NowPlaying RES TURNER - CORRIDA BASTA,b'gAAAAABkk1GZgce-oaX1soMmt1TEMysedgrcIB6v_Ld5Ntj7rryapGyYK_JtkUxB_ZBUreeze_npCQ5Ci7Cjv1gA6n8WpThx3g==',8613
b'gAAAAABkk1GZ1e4cBvHeYi3iXvfCiMa3QORLuocwWILy0uuOsyPikdMVXWObwl6EoQLJa_oVItJrn9qTVpkfA-dCG00jTpiAs6TATH1Adf-Hx8dyDzuE1K0=',@VGnarlyV 🤣🤣🤣🤣🤣 de coña ya.,b'gAAAAABkk1GZHHMXCEJvBWYrgcIX5hS-nPhBQY0yVDln_K4rijwXIjVBFOjsP2WwrSU4p6Tw1O73W8Sk7DKHU6iAN1aG2tya19FMaCSQXao8rtktTpHw_pc=',3864
b'gAAAAABkk1GZWPNkG_xSkzCzlARpU_fPNQUz5EOyuma9LGPH5n_CsFB5fcr_7rnpAtXNRC9sc_o6R5_gwPsu2SXS5Jy02uSkVSGoaifYV3D4RnodH7HM_8Y=',Que agonía de semana...y solo es la segunda noche,b'gAAAAABkk1GZzfBDGH6sjEfwkzE9134aJF7HrL8y86QEu9dgZEHBiXSHysFCSKDZ_3POPjZNbE5ap-0U5GYAFo_mYowKZ4ByMA==',274
b'gAAAAABkk1GZw4BynzkNvx-nUZXiG_We83X2LLa4Cwun1STtLpx9VOMR_htilRQw6txiN4C4JcSFrisdWaXc7ac1mbAES0fG_QYccWeunDm62y9nyoLGc0o=',@diegog1996 @rafaelTGR2K @PlayStationES literalmente tú respondiendo a Rafa https://t.co/curIdLWw9d,b'gAAAAABkk1GZfMu_Uzn6XWsG6b_ymizTcP2-wYSJRO8-g6H4BxSpsray3Yzx1pxWBk9MrIoz7Ar40BFwzUOMb20cIfNmqsZKwA==',4442
b'gAAAAABkk1GZrTITyQKfdAX7uwFzPpL92CsgvXaeYQyvenYVM23ofPzRcYMv1EkCSXlf3BZve1v9K1iSUpofG1tBUzfK8nnYVzkHH9G1GH9UCz-Fh1sqEv0=',@rmedranollamas O que son unos toletes 🤷🏻‍♂️,b'gAAAAABkk1GZGp1dAyqOHYbZJdDuasYbeW-PtOl8byHN1rOrnNmQbsbIxPtlVMM3Lt54wi88mlHQmmUdHiV8t0LYkXXz8DC7LyTaWDmHiPB9l8oQJuVGUp4=',253
b'gAAAAABkk1GZJOs_mc8FcTRjd1Mdz7g4XWfxXKi6mF61UybOxeKLCrshuaLN22cnlKqRQM71rLdfmOFL9oa7pZRpOqc9MC6y3K1lKDw97nGmaQLLQ2ON7_M=',📈 ¿Por qué las mujeres son más resistentes a los virus? https://t.co/YcJjXsohwV,b'gAAAAABkk1GZ7E900lHGm18ujBBgs0jvo1MQFugnfN42n1MfNhiRhpNeWgRJGu5g53DO18Zz76JTLxZ8aVim8G2afP4ueyZ-Ew==',76932
b'gAAAAABkk1GZMBhCjEWP2rrjKAqfkya_NqoHFX9ODDN1pWWhGIMhy-zdZ9BrKG_5c2STLylW0cBjIs54TvokQ0lsPWrFdCnllDj6gSnptR30cg2HbAd3kEI=',🌀 ¿Cuántos dientes tiene un tiburón? https://t.co/LGW9Bx8Gs4,b'gAAAAABkk1GZqtai_ZEUL8hIcj-RvlYgPIiQGV0KDhO767QyvjP9tiPfx5W2sBUDXQY88Vqg9_bRzjOI4BXoG-SgC6e7E18KRAgViBs4eDSyCHSKHl32U3M=',49505
b'gAAAAABkk1GZkggvp5HVvthxgEc65dGL1f5noat7KeJgWuVL4Ux_I9Yb-JZop-XAh2cv9D5eKwT9maRhWUd0okghkfov2jWgG11DWTEsX22c10nolyOGloA=',Gavi siempre en mi equipo,b'gAAAAABkk1GZrqfGIVG3I8MmXZ4pXoru3eDRPjXjGPs2kMM3O0tWnNrjFIDUTQopl6ZZeibrBfqyDCGLPsf5PBZCJZsMuZapXg==',555
b'gAAAAABkk1GZ5ZNbetsdY_Dxx95jOSMc_QphssJsjOUlvjPYzoqVLNFnKAfDXf-GQ0ta1EVFd4pkdWFYtGMa6VnfT7iGAy2AXVIcNw-UDdxRJ4sq4kqwXGo=',👾 Gran Vía de Madrid: kilómetros de historia y sitios que descubrir https://t.co/5yTpqzlTTZ,b'gAAAAABkk1GZ5DhVZ45sPAblvUhvEy9d5z98-6MpLFAQE9Kb3Qo6oxGkYn5EJYrP8JwlnzAwIi6jBuJty8hoqdtvPypQdKmlmaEAwsB4PbQaiGGjpAg9Fbw=',66331
b'gAAAAABkk1GZXWs86wHMgdKv4UEZ5rBiYVXk1FV_-G1sW85JTT3Olu4xVjIdq-FkclgB_UyMWZMG_7R9Z3InwjL_3Oh5og0lNcpEnEkCt_a-MK-1v5XKwEY=',Saben qué?,b'gAAAAABkk1GZsMLJzZ0-24QGyP0FmADc4cIKTMn-kVs9QcO_bm4JofHg7CUd9j2rekl5dFNzs15BkQnKsOqST6LyJ-EFoNZWkA==',8427
b'gAAAAABkk1GZWZQaq378ycpjCAE6lqAzU8g70nEJq9aVwWq_I2CHor5Hf5WU8t1ml00SzK2serOW0pQdgRPmAOQB-nqvGRiBEh0ZYd9bYnpHyANZDVDITug=',🎲 ¿Por qué te dan ganas de hacer caca cuando bebes café? https://t.co/K7sXW3cYvJ,b'gAAAAABkk1GZAgLpPnBBjsy-ZaD4EH07PT7qLNoLjbP9phYL6Z413IYn7cQonGLSMSO_ahVJnh7ZYAZlQpLG7ao5RPft3L64aA==',55037
b'gAAAAABkk1GZHyyroZxFMO7tq744ohNnEi8FtWEDFSmlFsY2iHK0wx6u_oH9BY2cb2beSOFl7NkbfhWiGzk4-Q1WPi2H2D3LzqD5uqFgjfFL9ev5l1c6sz0=',🧭 Bicarbonato de sodio y vinagre: ¿Por qué son tan eficaces para la limpieza en el hogar https://t.co/N0oij3sbQN,b'gAAAAABkk1GZTO73V7sKqfhSKZOzJzP26plTBRmgYoDcxBGcZaEuogtM9EWJ2-aX0U37CwBOO73GX4dBL8i0APB0C7Eere5QSg==',76932
b'gAAAAABkk1GZ9qqS7UfCHnSMiwO6P4Hr5C8qRrvNWHT5JqhTeWXnM3oLZEFlqf2rSYugIVq1mlauCm5l47y60f0pT8BNtpIA22v4AFRbVJ9auoOD4eaSHjA=',@libreromarica @RestaurandoDign @pvallin @olgarodriguezfr @gmaemejota @AdAbsurdum @TheValkyriesVig @PatoAviador @PatxiFreytez @edugaresp @museoshoa @belsenmemorial Ya te està ocultando la foto por material sensible. No la abras si te va a resultar dura/repugnante però es història. Así fue la política q llevo a cabo A. Hitler contra tod@ aquel q no era considerad@ alemán de origen buscando la raza ( imposible) ària. Mostrar para no olvidar.,b'gAAAAABkk1GZMbAE7e5TD3HJGAhryoca7NFExBG1fvXfzYdkqs49IKbi4dm30W45_ADiOaCM9QjfGvF0GL-aUYooyPmOFG4TCA==',133
b'gAAAAABkk1GZuCZosaZUzMU3h4iXuImLIMawocDRlY57-lUVe5a8lVMz-w24L04oMGZk4ALePwPJqbfNkQK0ImxT9wgcPUUhquOi3ukeHNQ8hdCBZkzg5XU=',"🔆 Nunca sabes lo fuerte que eres, hasta que ser fuerte es la única opción que te queda. - Bob Marley",b'gAAAAABkk1GZitebbTSmV0EVjqkDDmSyDtc5J3RKuViLMPY2HLcTJGEl5oSX5w20mnr2DVbK_R8IXH-MXChpE6qINP4fr-1VwA==',76932
b'gAAAAABkk1GZA74dqV79_G_tNRc3yejc-Y_rzA5pigXXVQvyF7206uQduiC9xxd1Fvqn5OYFM82tJtOCqEKahqc1qpJcrYNSooxKABPYtdkRSeAuHrncY7U=',"@e_Cid No solo es una referente en el sector con más de 16 años desarrollando y atrayendo talento si no que también es profesora asociada de gestión de personas, psicología social, emprendimiento y networking en varias universidades nacionales e internacionales. 🌍",b'gAAAAABkk1GZFvZ0s5Uzq8UBzvHNAeCPdBlSyxvaE38lW3OoDSgA8Wbxl3RnqdUAGppzByBGqch-_tSpMS-7AXmlAh22YMh7gfvSB-B8v7hZbGHX2e7aW2U=',857
b'gAAAAABkk1GZleHBmrpNhuCxHfJ-Lu9zW1uTr4jDo52kePMR9xTpbMTrs5nYgOwLqbBazRZN-zWrWo5-WEnv9Lvc76xqydikhxKAbRmVBjiWPffNjD-DkHA=',✅ INVESTIGACIÓN | Qué es la fiebre de Lassa y por qué podría convertirse en una pandemia global https://t.co/o99NmdPZag,b'gAAAAABkk1GZfMbVAfJjaHIhc4bY9bhPaT5HAi7N-qn0yyD9x6x6Dla-j0BnXmSNV32pTtJjGYkwCY0eE95rTfNKgEoLvzputmZQrQPkjDYSpuI1x67PPQo=',66331
b'gAAAAABkk1GZCqYnAZWzpNhp9rIommt8rNVGOIQqzJoZHVJLdVBxKVBiHg5o4hpg9Yo-NlOqRq52rIiAg9JNqTnhtvVDVHE5DwYm41c-mDBRsNsFCrRcvRI=',La de hoy salió mejor https://t.co/cPDNrcbMvh,b'gAAAAABkk1GZJVTVZDei0QK1CLJMrd2HU4RuUrx74PDxJEuf7EpuqKm1KE0_8hZN5xJNi8-uYseEZJZ5tEHjtZdneUxKtDJJ8Ax7_XhLa7PQCim0on9bf3w=',261
b'gAAAAABkk1GZzXuBeypcAC3xg1PY-1ZnPVC2m_G5tR4xNcqvvMpwsMhxZ6GZl-eWS4_gP_PEl-zlNnPpTgJiKfZPKBznP7HwPlucvcFQpnQ6VqVjm7vr0lw=',QUE LA PELI DE BARBIE SE ESTRENA EL DIA DE MI CUMPLE,b'gAAAAABkk1GZNKgbNW_edU6mJ0hzlEe4KeER6NcntaZQZJqsY7JLzBizTfOBvgxLnbL1Y-PVgJlpdBbafBgLEYGmrsg86-Bijf4PHVgjIMJ8JWipRUzrtoI=',227
b'gAAAAABkk1GZlXrmemRvcsO23rrRRIiVgw3r27k94rEHRYQtPy2if4o7TItPx6LCNdil_IOC9fYr0J84XPz0L3XhP33jnZ1X5qIGjL3yNeqUECjtbzOt8c8=',🪂 Envejecer gratamente: ¿Serás más feliz en la vejez? https://t.co/usQFccxgcA,b'gAAAAABkk1GZlhxRizyQoL9Da4NvcXiQNLNkZGRZZmTEow7akrSwUW_9cfr4D9aQyNqvnhDEHDGPPnyc_gvk7UpPtJ6wsM_8uA==',76932
b'gAAAAABkk1GZFfNUQ9gC3qGKfaPsD5pXOF1PlYnPnk72qcMjEYgJABh4u6GLU_9CG66eu9qoCVpfWVfJglN1KxRHJeQNnN8xPpv441ecKscuAk_ro_RNuNo=',Planeta_Futuro: Las imágenes de las heridas abiertas de Cabo Delgado: casi un millón de desplazados por la insurgencia yihadista en el norte de Mozambique https://t.co/D95LByh0QS,b'gAAAAABkk1GZOfCeVgW4hzXmpZkq-zHmxV86wrgvKc2-WKLcKRWLW0JeYt17lwMwrENNuqlBc44nR5tiT0_SJaiK9MBjufxvQA==',2605
b'gAAAAABkk1GZpO2K8PD0nF2_xrGXuOE4XFGR8KPcLVq-g3QVN7JLA1jQwCjgEk4VttN4Qs41GEn4woApf9BJpeQkDyJ4UxaPBwcP3pdhEzF0KTRUNVpb8IQ=',@_soy8a Y si supieran que de portero eres malísimo amigo.,b'gAAAAABkk1GZVrfbwwuXsw9_cCzBbcaleJGTbea1JCgHzbBc3cBKlEPLjQZQtpLzEitz7507FYanhgbs7buWs0WUIrtEcy1XiQ==',1086
b'gAAAAABkk1GZpvJ0MFa48WwoE0IXtVFY57Pt-hgvxOaNx9VoZjU7EYrHHmdPiuDRVW7vUXgA5qpZB7-T93pAlGwYQZ3IC52FsVJpzG7cJazhLDmPaJdmXIY=',@Sabrococo Buenos días!,b'gAAAAABkk1GZwTnSC2ebZIvbhxgdK13dRqmfSG1eoU83S-KfSUDivsFdRbLuwY3Xs0Mv72TQXP_AyyA6RUKiAGaS3vchlCKcATqpNhuX6tPqJWHph78pVqg=',96
